题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
简答：请概述王维诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-090 唐代 王维诗歌,简答题,,,,,,王维诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析王维诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-090 唐代 王维诗歌,论述题,,,,,,从文学史视角看，王维诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现王维诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-090 唐代 王维诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕王维诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对王维诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于高适岑参诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-100 唐代 高适岑参诗歌,单选题,高适岑参诗歌主要形成于明清,高适岑参诗歌与中国古代文学史脉络无关,高适岑参诗歌体现特定时期文学生产与审美观念,高适岑参诗歌只存在于小说文体,C,,高适岑参诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于高适岑参诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-100 唐代 高适岑参诗歌,单选题,高适岑参诗歌主要形成于明清,高适岑参诗歌与中国古代文学史脉络无关,高适岑参诗歌体现特定时期文学生产与审美观念,高适岑参诗歌只存在于小说文体,C,,高适岑参诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：高适岑参诗歌,唐代,诗歌/散文/戏曲,4-100 唐代 高适岑参诗歌,名词解释,,,,,,高适岑参诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述高适岑参诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-100 唐代 高适岑参诗歌,简答题,,,,,,高适岑参诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析高适岑参诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-100 唐代 高适岑参诗歌,论述题,,,,,,从文学史视角看，高适岑参诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现高适岑参诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-100 唐代 高适岑参诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕高适岑参诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对高适岑参诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于白居易诗歌，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-110 唐代 白居易诗歌,单选题,白居易诗歌主要形成于明清,白居易诗歌与中国古代文学史脉络无关,白居易诗歌体现特定时期文学生产与审美观念,白居易诗歌只存在于小说文体,C,,白居易诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于白居易诗歌，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-110 唐代 白居易诗歌,单选题,白居易诗歌主要形成于明清,白居易诗歌与中国古代文学史脉络无关,白居易诗歌体现特定时期文学生产与审美观念,白居易诗歌只存在于小说文体,C,,白居易诗歌作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：白居易诗歌,唐代,诗歌/散文/戏曲,4-110 唐代 白居易诗歌,名词解释,,,,,,白居易诗歌是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述白居易诗歌在唐代文学中的主要特点。,唐代,诗歌/散文/戏曲,4-110 唐代 白居易诗歌,简答题,,,,,,白居易诗歌在唐代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析白居易诗歌的价值与影响。,唐代,诗歌/散文/戏曲,4-110 唐代 白居易诗歌,论述题,,,,,,从文学史视角看，白居易诗歌的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了唐代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现白居易诗歌特征的代表作品片段。,唐代,诗歌/散文/戏曲,4-110 唐代 白居易诗歌,作品赏析,,,,,,赏析唐代相关作品时，可围绕白居易诗歌展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对白居易诗歌的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于新乐府运动，下列说法正确的是（第1题）？,唐代,诗歌/散文/戏曲,4-120 唐代 新乐府运动,单选题,新乐府运动主要形成于明清,新乐府运动与中国古代文学史脉络无关,新乐府运动体现特定时期文学生产与审美观念,新乐府运动只存在于小说文体,C,,新乐府运动作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于新乐府运动，下列说法正确的是（第2题）？,唐代,诗歌/散文/戏曲,4-120 唐代 新乐府运动,单选题,新乐府运动主要形成于明清,新乐府运动与中国古代文学史脉络无关,新乐府运动体现特定时期文学生产与审美观念,新乐府运动只存在于小说文体,C,,新乐府运动作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：新乐府运动,唐代,诗歌/散文/戏曲,4-120 唐代 新乐府运动,名词解释,,,,,,新乐府运动是中国古代文学史中的核心术语，指在唐代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
