题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
唐诗在艺术表现上的一个突出特点是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,形式多样艺术技巧高度成熟,完全模仿楚辞体式,主要采用散文结构,只描写宫廷生活,A,形式多样艺术技巧高度成熟,唐诗在体裁格律语言等方面高度成熟成为中国诗歌发展的高峰其余选项均不符合文学史事实,中等,,,,0,No,
唐诗艺术成就的重要表现之一是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,诗歌体裁丰富表现手法多样,只有一种诗歌体裁,主要采用散文形式,全部为叙事诗,A,诗歌体裁丰富表现手法多样,唐代诗歌体裁多样包括古体诗近体诗等艺术手法丰富其余选项均不符合事实,简单,,,,0,No,
唐诗在中国文学史上的地位通常被认为是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,中国诗歌发展的高峰,中国小说发展的高峰,中国戏曲发展的高峰,中国词的发展高峰,A,中国诗歌发展的高峰,唐诗艺术高度成熟被普遍认为是中国诗歌发展的高峰其余选项均不准确,简单,,,,0,No,
李白诗歌在艺术想象方面的突出特点是,隋唐,诗歌,4-070 唐代 李白诗歌,单选题,想象丰富夸张奇特,完全写实描写,语言极其质朴,完全模仿民歌,A,想象丰富夸张奇特,李白诗歌富于浪漫主义想象常运用夸张手法其余选项均不符合其艺术风格,中等,,,,0,No,
杜甫诗歌被称为“诗史”的主要原因是,隋唐,诗歌,4-080 唐代 杜甫诗歌,单选题,真实记录时代社会现实,完全描写自然山水,专写宫廷生活,全部为叙事诗,A,真实记录时代社会现实,杜甫诗歌反映安史之乱前后社会现实具有历史记录价值因此被称为诗史其余选项均不符合事实,中等,,,,0,No,
王维诗歌在艺术境界上的一个重要特点是,隋唐,诗歌,4-090 唐代 王维诗歌,单选题,诗画结合意境清远,语言华丽铺陈宏大,气势豪迈雄浑,内容多写战争,A,诗画结合意境清远,王维诗歌以山水意境见长常被评价为诗中有画画中有诗其余选项均不符合其主要艺术特点,中等,,,,0,No,
高适岑参边塞诗在艺术风格上的主要特点是,隋唐,诗歌,4-100 唐代 高适岑参诗歌,单选题,气势雄浑豪放,情调柔美细腻,语言极其平淡,多写宫廷生活,A,气势雄浑豪放,高适岑参诗歌多表现边疆战争生活风格豪迈雄浑其余选项均不符合边塞诗特点,简单,,,,0,No,
白居易诗歌在艺术语言上的重要特点是,隋唐,诗歌,4-110 唐代 白居易诗歌,单选题,语言通俗明白易懂,辞采极其华丽,语言晦涩难懂,大量使用典故,A,语言通俗明白易懂,白居易强调诗歌应通俗易懂使普通人也能理解其余选项均不符合其文学主张,简单,,,,0,No,
新乐府运动在唐代文学史上的主要目标是,隋唐,诗歌,4-120 唐代 新乐府运动,单选题,用诗歌反映现实社会问题,恢复骈文传统,发展宫体诗风格,推动山水诗创作,A,用诗歌反映现实社会问题,新乐府运动以白居易元稹为代表主张诗歌应反映社会现实关注民生其余选项均不符合该运动主张,中等,,,,0,No,
下列作家中与白居易共同倡导新乐府运动的是,隋唐,诗歌,4-120 唐代 新乐府运动,单选题,元稹,李白,杜牧,王维,A,元稹,元稹与白居易共同倡导新乐府运动强调诗歌反映社会现实其余选项均不属于该运动代表人物,简单,,,,0,No,
新乐府运动提出的重要文学主张是,隋唐,诗歌,4-120 唐代 新乐府运动,单选题,文章合为时而著诗歌合为事而作,诗歌只追求辞采华丽,诗歌应完全模仿古诗,诗歌主要写宫廷生活,A,文章合为时而著诗歌合为事而作,白居易提出文章合为时而著诗歌合为事而作强调文学的现实功能其余选项均不符合其文学主张,中等,,,,0,No,
古文运动在思想上的重要主张是,隋唐,散文,4-130 唐代 古文运动,单选题,恢复先秦两汉散文传统,完全继承骈文体制,发展宫体文学,建立小说理论,A,恢复先秦两汉散文传统,古文运动提倡学习先秦两汉散文反对骈文形式主义其余选项均不符合历史事实,中等,,,,0,No,
下列作品中属于柳宗元散文代表作的一项是,隋唐,散文,4-130 唐代 古文运动,单选题,小石潭记,滕王阁序,阿房宫赋,岳阳楼记,A,小石潭记,小石潭记为柳宗元山水游记代表作B项为王勃作品C项为杜牧作品D项为范仲淹作品,简单,,,,0,No,
韩愈散文在文学史上的主要艺术特点是,隋唐,散文,4-130 唐代 古文运动,单选题,气势雄健结构严谨,语言华丽绮丽,专写宫廷生活,完全模仿骈文,A,气势雄健结构严谨,韩愈散文气势雄健论证严密是古文运动代表风格其余选项均不符合其散文特点,中等,,,,0,No,
唐传奇在题材上的重要特点是,隋唐,小说,4-140 唐代 唐传奇,单选题,题材广泛情节曲折,只记录历史事件,专写宫廷生活,完全没有虚构,A,题材广泛情节曲折,唐传奇题材广泛包括爱情侠义神怪等情节较为曲折其余选项均不符合事实,中等,,,,0,No,
下列作品中属于唐传奇爱情题材代表作的一项是,隋唐,小说,4-140 唐代 唐传奇,单选题,莺莺传,搜神记,世说新语,史记,A,莺莺传,莺莺传描写张生与崔莺莺爱情故事是唐传奇爱情题材代表作其余选项均不属于唐传奇,简单,,,,0,No,
唐传奇在小说发展史上的重要作用是,隋唐,小说,4-140 唐代 唐传奇,单选题,为后世小说发展提供成熟叙事模式,确立章回小说形式,建立戏曲文学体系,发展词体文学,A,为后世小说发展提供成熟叙事模式,唐传奇在结构与人物塑造方面成熟为宋元小说发展提供重要基础其余选项均不符合文学史事实,中等,,,,0,No,
唐诗在艺术形式上的一个重要特点是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,古体诗与近体诗并存发展,只有五言诗一种形式,完全采用散文结构,全部为叙事诗,A,古体诗与近体诗并存发展,唐诗体裁丰富古体诗和近体诗并存发展形成高度成熟的诗歌体系其余选项均不符合事实,中等,,,,0,No,
唐诗语言艺术的重要特点之一是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,语言精炼含蓄富于表现力,语言冗长复杂,完全模仿散文结构,只追求辞藻华丽,A,语言精炼含蓄富于表现力,唐诗语言精炼意境深远表现力强其余选项均不符合唐诗艺术特点,简单,,,,0,No,
唐诗在题材上的突出特点是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,题材广泛内容丰富,只写宫廷生活,只写战争生活,只写爱情故事,A,题材广泛内容丰富,唐诗题材广泛包括山水田园边塞社会生活等其余选项均不符合文学史事实,简单,,,,0,No,
盛唐诗歌繁荣的重要文学原因之一是,隋唐,诗歌,4-020 唐代 盛唐诗歌,单选题,诗歌艺术形式高度成熟,小说创作发展,戏曲艺术成熟,词体文学兴起,A,诗歌艺术形式高度成熟,盛唐时期诗歌在格律语言和艺术技巧上高度成熟推动诗歌繁荣其余选项均为后世文学现象,中等,,,,0,No,
李白诗歌在题材上的重要特点是,隋唐,诗歌,4-070 唐代 李白诗歌,单选题,题材广泛富于浪漫想象,只写宫廷生活,只写战争生活,只写山水景物,A,题材广泛富于浪漫想象,李白诗歌题材广泛并富于浪漫主义想象其余选项均不符合其创作特点,中等,,,,0,No,
杜甫诗歌在艺术手法上的重要特点之一是,隋唐,诗歌,4-080 唐代 杜甫诗歌,单选题,叙事与抒情结合反映现实,完全使用夸张手法,语言极其华丽,只描写自然景物,A,叙事与抒情结合反映现实,杜甫诗歌常通过叙事与抒情结合反映社会现实其余选项均不符合其艺术特点,中等,,,,0,No,
王维诗歌在题材上的主要特点之一是,隋唐,诗歌,4-090 唐代 王维诗歌,单选题,多描写山水田园景物,主要描写宫廷生活,多写边疆战争生活,专写历史故事,A,多描写山水田园景物,王维是盛唐山水田园诗派代表诗人其诗多描写自然山水与田园生活其余选项均不符合其诗歌题材,简单,,,,0,No,
王维诗歌艺术境界的重要特征是,隋唐,诗歌,4-090 唐代 王维诗歌,单选题,诗画结合意境清远,气势豪放雄浑,辞采华丽绮丽,情感激烈奔放,A,诗画结合意境清远,王维诗歌善于将绘画意境融入诗歌形成诗中有画的艺术特色其余选项均不符合其主要艺术风格,中等,,,,0,No,
高适诗歌在边塞诗派中的突出特点是,隋唐,诗歌,4-100 唐代 高适岑参诗歌,单选题,风格雄浑沉郁关注军旅现实,语言绮丽细腻,主要描写宫廷生活,完全模仿民歌,A,风格雄浑沉郁关注军旅现实,高适边塞诗多描写军旅生活关注士兵命运具有现实主义特点其余选项均不符合其诗歌风格,中等,,,,0,No,
岑参诗歌在艺术风格上的主要特点是,隋唐,诗歌,4-100 唐代 高适岑参诗歌,单选题,想象奇特气势奔放,语言极其质朴,风格平淡自然,完全模仿宫体诗,A,想象奇特气势奔放,岑参边塞诗以奇特想象和雄奇气势著称其余选项均不符合其艺术特点,中等,,,,0,No,
白居易诗歌创作的主要思想倾向是,隋唐,诗歌,4-110 唐代 白居易诗歌,单选题,关注社会现实关心民生疾苦,只描写山水景物,专写宫廷爱情生活,只追求艺术形式,A,关注社会现实关心民生疾苦,白居易诗歌强调现实关怀关注社会问题其余选项均不符合其创作倾向,简单,,,,0,No,
新乐府运动提出的重要创作原则之一是,隋唐,诗歌,4-120 唐代 新乐府运动,单选题,关注社会现实反映民生问题,专写宫廷生活,完全模仿古诗形式,只追求辞采华丽,A,关注社会现实反映民生问题,新乐府运动强调诗歌反映现实社会关注人民生活其余选项均不符合该运动思想,中等,,,,0,No,
新乐府运动的主要创作特点是,隋唐,诗歌,4-120 唐代 新乐府运动,单选题,以现实题材为主内容具有社会批评意义,主要写山水景物,只写爱情故事,专写宫廷生活,A,以现实题材为主内容具有社会批评意义,新乐府诗多反映社会矛盾具有现实批判意义其余选项均不符合文学史事实,中等,,,,0,No,
古文运动在文学史上的重要意义是,隋唐,散文,4-130 唐代 古文运动,单选题,推动唐代散文复兴,确立词体文学形式,推动小说成熟,建立戏曲文学体系,A,推动唐代散文复兴,古文运动提倡恢复先秦两汉散文传统推动唐代散文发展其余选项均不符合文学史事实,中等,,,,0,No,
柳宗元散文的重要艺术特点之一是,隋唐,散文,4-130 唐代 古文运动,单选题,语言简洁意境深远,辞采极其华丽,完全模仿骈文,专写宫廷生活,A,语言简洁意境深远,柳宗元散文语言简练结构严谨并富有深刻思想其余选项均不符合其艺术特点,中等,,,,0,No,
唐传奇在题材上的一个重要类型是,隋唐,小说,4-140 唐代 唐传奇,单选题,爱情故事,宫廷礼仪,历史编年,宗教经文,A,爱情故事,唐传奇中爱情题材十分丰富如莺莺传等其余选项均不属于主要题材类型,简单,,,,0,No,
唐传奇人物塑造的重要特点是,隋唐,小说,4-140 唐代 唐传奇,单选题,人物形象鲜明生动,人物形象极其简单,完全没有人物描写,只记录历史事实,A,人物形象鲜明生动,唐传奇在人物塑造方面较为成熟人物形象生动其余选项均不符合文学史事实,中等,,,,0,No,
唐诗在中国文学史上的总体地位通常被认为是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,中国古典诗歌发展的高峰,中国小说发展的高峰,中国戏曲发展的高峰,中国词的发展高峰,A,中国古典诗歌发展的高峰,唐诗在体裁艺术语言等方面达到高度成熟被视为中国诗歌发展的顶峰其余选项均不准确,简单,,,,0,No,
唐诗在表现手法上的重要特点之一是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,意境深远含蓄隽永,结构极其松散,完全采用散文形式,只重辞藻不重内容,A,意境深远含蓄隽永,唐诗善于营造意境语言精炼含蓄其余选项均不符合唐诗艺术特点,中等,,,,0,No,
唐诗艺术成熟的重要标志之一是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,格律诗的发展与完善,小说章回体出现,戏曲文学成熟,词体文学形成,A,格律诗的发展与完善,唐代格律诗发展成熟成为诗歌艺术的重要标志其余选项均属于后世文学现象,中等,,,,0,No,
下列关于初唐诗歌革新意义的表述最恰当的一项是,隋唐,诗歌,4-010 唐代 初唐诗歌,单选题,完全否定六朝诗歌传统,逐渐摆脱宫体诗影响为盛唐诗歌繁荣奠定基础,确立词体文学形式,推动小说发展,B,逐渐摆脱宫体诗影响为盛唐诗歌繁荣奠定基础,初唐诗人在继承六朝诗歌的基础上逐渐摆脱宫体诗绮靡风气为盛唐诗歌高峰奠定基础其余选项均不符合文学史事实,中等,,,,0,No,
初唐四杰在文学史上的主要贡献是,隋唐,诗歌,4-010 唐代 初唐诗歌,单选题,推动诗风革新摆脱宫体诗影响,建立格律诗体系,确立词体文学,发展传奇小说,A,推动诗风革新摆脱宫体诗影响,初唐四杰以雄健诗风反对宫体诗对唐诗发展产生重要影响其余选项均不符合文学史事实,中等,,,,0,No,
盛唐诗歌形成雄浑气象的重要文化背景之一是,隋唐,诗歌,4-020 唐代 盛唐诗歌,单选题,国家统一国力强盛社会自信,科举制度废除,城市商业兴盛,戏曲艺术成熟,A,国家统一国力强盛社会自信,盛唐时期政治稳定经济繁荣形成开放自信的文化氛围促进诗歌繁荣其余选项均不符合历史事实,中等,,,,0,No,
盛唐诗歌在题材上的重要特点之一是,隋唐,诗歌,4-020 唐代 盛唐诗歌,单选题,题材广泛气象宏阔,只描写宫廷生活,只写战争生活,只写隐逸生活,A,题材广泛气象宏阔,盛唐诗歌题材广泛表现社会生活自然景物和人生理想其余选项均不符合文学史实际,简单,,,,0,No,
中唐诗歌发展的一个重要趋势是,隋唐,诗歌,4-030 唐代 中唐诗歌,单选题,加强现实批判意识,完全模仿盛唐诗风,只写山水景物,完全脱离社会现实,A,加强现实批判意识,中唐诗歌在安史之乱后更加关注社会现实表现人民疾苦其余选项均不符合文学史事实,中等,,,,0,No,
